,モニターID.11桁.,居住都道府県.参考.,居住エリア,年齢.5才刻み.,年齢.10才刻み.,世代,性別,性年代,メディアターゲット区分,未既婚,職業,職業.詳細.,職種,仕事環境,個人年収,X1ヶ月平均小遣い,最終学歴,家族人数,家族構成,世帯年収,家屋形態,生協加入有無,配偶者の同居有無,同居配偶者年齢.5才刻み.,同居配偶者年齢.10才刻み.,同居配偶者職業,末子年齢,家族人員.17才以下男子.,家族人員.17才以下女子.,家族人員.0.2才.乳児..,家族人員.3.5才.就学前児童..,家族人員.6.11才.小学生..,家族人員.12.14才.中学生..,家族人員.15.17才.高校生..,家族人員.65才以上.,自動車.自家用車保有.有無,同居子供人数.17才以下.,同居子供人数.14才以下.
1160,50000011290,8,3,7,4,4,2,10,3,1,1,4,1,1,4,5,2,4,3,5,1,1,1,5,3,3,7,2,1,2,2,2,2,1,2,1,2,1
1161,50000011333,13,4,8,5,4,1,5,7,1,1,3,3,1,5,3,6,5,3,5,3,2,1,7,4,3,7,2,1,2,2,2,2,1,2,1,3,1
1162,50000011337,9,3,6,4,5,2,10,3,1,1,4,3,1,4,4,2,2,2,5,1,2,1,5,3,4,1,2,2,2,2,2,2,2,2,1,1,1
1163,50000011425,4,2,9,5,3,1,5,7,2,1,6,1,1,7,7,6,1,1,3,2,1,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
1164,50000011528,15,5,3,2,7,2,8,2,1,1,6,1,1,4,4,4,3,3,5,2,1,1,3,2,6,2,1,2,1,2,2,2,2,2,1,2,2
1165,50000011567,41,10,10,6,3,2,12,4,1,6,11,12,7,10,2,2,4,4,2,1,2,1,9,5,3,1,2,2,2,2,2,2,2,1,1,1,1
1166,50000011606,1,1,9,5,3,2,11,4,1,5,9,1,2,2,1,5,2,2,4,3,1,1,8,4,3,1,2,2,2,2,2,2,2,2,1,1,1
1167,50000011730,20,5,10,6,3,2,12,4,1,4,7,5,2,10,2,6,2,2,1,1,2,1,9,5,2,1,2,2,2,2,2,2,2,1,1,1,1
1168,50000011750,23,6,7,4,4,2,10,3,1,5,9,7,2,1,2,5,4,3,5,1,2,1,6,3,9,1,2,2,2,2,2,2,2,2,1,1,1
1169,50000011872,29,7,8,5,4,2,11,4,1,6,11,12,7,10,2,6,5,3,4,1,1,1,8,4,4,7,1,2,2,2,2,2,1,2,1,2,1
1170,50000011886,26,7,10,6,2,2,12,4,1,8,16,12,7,10,2,6,1,1,1,3,2,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
1171,50000011980,10,3,9,5,3,1,5,7,1,2,2,8,2,7,4,6,2,2,4,1,2,1,9,5,7,1,2,2,2,2,2,2,2,2,1,1,1
1172,50000012131,13,4,7,4,4,2,10,3,1,5,9,1,1,1,3,3,2,2,4,3,2,1,7,4,4,1,2,2,2,2,2,2,2,2,1,1,1
1173,50000012136,27,7,5,3,6,2,9,3,2,5,9,9,2,2,3,5,3,3,1,1,1,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
1174,50000012155,13,4,10,6,3,2,12,4,1,6,11,12,7,10,3,5,4,3,5,1,1,1,9,5,5,1,2,2,2,2,2,2,2,2,1,1,1
1175,50000012191,27,7,10,6,2,2,12,4,1,6,11,12,7,10,3,2,2,2,2,1,2,1,9,5,13,1,2,2,2,2,2,2,2,1,1,1,1
1176,50000012239,10,3,6,4,5,2,10,3,1,6,11,12,7,10,2,5,3,3,3,1,1,1,6,3,4,4,2,1,2,2,1,2,2,2,1,2,2
1177,50000012377,40,10,5,3,6,1,3,6,1,1,4,3,1,7,3,6,5,3,3,2,2,1,6,3,9,5,1,1,2,2,1,2,1,2,1,4,2
1178,50000012426,27,7,10,6,2,1,6,7,1,6,11,12,7,10,6,6,3,3,5,1,2,1,9,5,6,1,2,2,2,2,2,2,2,1,1,1,1
1179,50000012631,20,5,10,6,3,1,6,7,1,1,1,1,1,8,4,2,4,4,4,1,2,1,8,4,13,1,2,2,2,2,2,2,2,1,1,1,1
1180,50000012649,29,7,10,6,2,2,12,4,1,5,9,7,1,1,2,5,3,3,4,1,1,1,9,5,13,1,2,2,2,2,2,2,2,1,2,1,1
1181,50000012652,15,5,9,5,3,1,5,7,1,1,3,3,1,7,4,7,4,3,5,1,2,1,8,4,5,1,2,2,2,2,2,2,2,2,1,1,1
1182,50000012748,14,4,6,4,5,2,10,3,1,1,4,3,2,5,3,6,3,3,5,1,1,1,5,3,3,4,1,2,2,2,1,2,2,2,1,2,2
1183,50000012763,12,4,9,5,3,2,11,4,1,6,11,12,7,10,2,2,3,3,3,1,1,1,9,5,5,1,2,2,2,2,2,2,2,2,1,1,1
1184,50000012783,8,3,9,5,3,1,5,7,2,8,16,12,7,10,3,6,1,1,1,1,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
1185,50000012807,33,8,6,4,5,1,4,6,1,5,9,9,4,2,2,2,2,2,1,2,2,1,6,3,13,1,2,2,2,2,2,2,2,2,1,1,1
1186,50000012825,13,4,5,3,6,2,9,3,1,6,11,12,7,10,2,4,4,3,2,3,1,1,4,2,4,5,2,1,2,2,1,2,2,2,1,3,3
1187,50000012975,36,9,9,5,3,2,11,4,1,5,9,1,1,1,2,3,2,2,2,3,2,1,7,4,4,1,2,2,2,2,2,2,2,2,1,1,1
1188,50000013037,13,4,10,6,2,1,6,7,1,1,4,2,1,8,5,6,2,2,4,1,2,1,9,5,13,1,2,2,2,2,2,2,2,1,1,1,1
1189,50000013136,27,7,10,6,3,2,12,4,1,1,1,1,1,3,4,2,5,4,3,2,2,1,9,5,1,1,2,2,2,2,2,2,2,1,1,1,1
1190,50000013200,38,9,10,6,2,2,12,4,1,6,11,12,7,10,2,2,6,4,5,1,1,3,10,6,14,4,1,1,2,2,1,2,1,1,1,3,2
1191,50000013257,14,4,10,6,2,1,6,7,1,5,9,1,2,1,3,6,3,3,3,1,1,1,9,5,11,1,2,2,2,2,2,2,2,1,1,1,1
1192,50000013340,13,4,9,5,3,1,5,7,1,3,5,7,2,3,2,6,3,3,4,1,2,1,8,4,9,1,2,2,2,2,2,2,2,2,2,1,1
1193,50000013382,10,3,7,4,4,2,10,3,1,5,9,5,2,1,3,2,4,3,4,3,1,1,7,4,4,6,2,1,2,2,2,1,2,2,1,2,2
1194,50000013563,4,2,9,5,3,1,5,7,1,1,4,3,2,4,3,2,2,2,1,1,1,1,8,4,9,1,2,2,2,2,2,2,2,2,1,1,1
1195,50000013602,14,4,10,6,2,1,6,7,1,8,16,12,7,10,10,2,2,2,6,4,2,1,8,4,9,1,2,2,2,2,2,2,2,1,1,1,1
1196,50000013654,10,3,9,5,3,1,5,7,1,1,4,9,4,3,2,6,2,2,2,1,2,1,8,4,9,1,2,2,2,2,2,2,2,2,1,1,1
1197,50000013802,27,7,10,6,2,2,12,4,1,6,11,12,7,10,2,2,2,2,1,3,2,1,9,5,13,1,2,2,2,2,2,2,2,1,2,1,1
1198,50000013923,14,4,9,5,3,2,11,4,1,2,2,6,1,5,4,6,2,3,2,3,2,2,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
1199,50000013959,11,4,6,4,5,1,4,6,1,1,4,9,5,4,3,6,4,3,4,1,2,1,5,3,3,1,2,2,2,2,2,2,2,1,1,1,1
1200,50000013963,14,4,8,5,4,1,5,7,1,1,4,2,3,7,4,2,4,3,4,1,2,1,7,4,9,1,2,2,2,2,2,2,2,2,1,1,1
1201,50000013994,13,4,3,2,7,1,2,5,2,1,4,1,1,4,5,6,3,3,5,3,2,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
1202,50000014116,45,10,7,4,4,2,10,3,1,6,11,12,7,10,1,2,2,2,2,1,2,1,6,3,4,1,2,2,2,2,2,2,2,2,1,1,1
1203,50000014121,38,9,8,5,4,2,11,4,1,6,11,12,7,10,5,6,4,3,5,3,1,1,8,4,4,1,2,2,2,2,2,2,2,2,1,1,1
1204,50000014337,13,4,10,6,2,1,6,7,1,2,2,1,1,8,5,2,2,2,5,1,2,1,9,5,3,1,2,2,2,2,2,2,2,1,1,1,1
1205,50000014525,8,3,8,5,4,2,11,4,1,6,11,12,7,10,4,5,4,3,5,1,1,1,7,4,3,6,1,1,2,2,2,1,1,2,1,3,2
1206,50000014716,38,9,9,5,3,2,11,4,1,6,11,12,7,10,3,6,2,2,3,1,2,1,9,5,13,1,2,2,2,2,2,2,2,1,1,1,1
1207,50000014769,32,8,8,5,4,2,11,4,1,6,11,12,7,10,3,4,3,3,5,1,2,1,7,4,6,7,2,1,2,2,2,2,1,2,1,2,1
1208,50000015004,34,8,4,3,6,2,9,2,1,3,5,1,1,3,5,6,2,2,4,2,2,1,3,2,4,1,2,2,2,2,2,2,2,2,1,1,1
1209,50000015083,13,4,5,3,6,1,3,6,2,1,4,2,4,3,3,4,1,1,1,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
1210,50000015120,4,2,4,3,6,1,3,5,2,1,4,9,2,5,5,6,2,3,5,1,1,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
1211,50000015157,13,4,10,6,3,1,6,7,1,2,2,5,1,9,5,6,5,3,4,3,2,1,7,4,13,1,2,2,2,2,2,2,2,2,2,1,1
1212,50000015212,12,4,8,5,4,1,5,7,1,1,4,1,1,8,4,6,6,4,5,1,2,1,9,5,4,1,2,2,2,2,2,2,2,1,1,1,1
1213,50000015363,14,4,6,4,5,2,10,3,2,5,9,1,1,3,3,2,3,3,3,1,1,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
1214,50000015375,12,4,10,6,2,2,12,4,1,6,11,12,7,10,4,6,2,2,4,3,1,1,9,5,1,1,2,2,2,2,2,2,2,1,1,1,1
1215,50000015379,13,4,7,4,4,1,4,6,2,5,9,1,1,3,2,6,1,1,1,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
1216,50000015553,28,7,9,5,3,2,11,4,1,6,11,12,7,10,10,5,2,2,5,1,1,1,8,4,4,1,2,2,2,2,2,2,2,2,1,1,1
1217,50000015607,17,5,7,4,4,1,4,6,2,2,2,8,2,5,9,6,3,3,4,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
1218,50000015618,22,6,7,4,4,2,10,3,1,5,9,10,1,1,1,6,3,3,4,1,1,1,7,4,6,7,2,1,2,2,2,2,1,2,1,2,1
1219,50000015649,8,3,10,6,3,1,6,7,1,1,3,1,1,7,3,3,2,2,4,1,2,1,9,5,11,1,2,2,2,2,2,2,2,2,1,1,1
1220,50000015689,23,6,9,5,3,1,5,7,2,1,3,1,1,9,4,6,1,1,5,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
1221,50000015722,34,8,9,5,3,1,5,7,1,1,3,1,1,9,5,7,3,3,5,1,1,1,8,4,9,1,2,2,2,2,2,2,2,2,1,1,1
1222,50000015735,45,10,8,5,4,1,5,7,1,1,3,1,1,7,9,6,3,3,4,1,2,1,7,4,9,1,2,2,2,2,2,2,2,2,1,1,1
1223,50000015940,13,4,10,6,3,1,6,7,1,5,9,2,1,5,4,6,3,3,2,1,2,1,6,3,9,7,1,2,2,2,2,2,1,2,1,2,1
1224,50000015964,13,4,10,6,3,1,6,7,1,3,5,3,1,4,4,7,2,2,1,1,2,1,8,4,7,1,2,2,2,2,2,2,2,2,1,1,1
1225,50000016193,10,3,10,6,2,1,6,7,1,8,16,12,7,10,6,2,3,3,4,1,2,1,9,5,13,1,2,2,2,2,2,2,2,1,1,1,1
1226,50000016524,25,7,10,6,3,2,12,4,1,5,9,4,2,2,3,6,3,3,3,1,2,1,9,5,13,1,2,2,2,2,2,2,2,1,1,1,1
1227,50000016637,14,4,10,6,3,1,6,7,1,2,2,8,2,7,2,6,4,4,5,1,2,1,8,4,11,1,2,2,2,2,2,2,2,1,1,1,1
1228,50000016783,1,1,6,4,5,1,4,6,1,1,3,1,2,9,3,6,4,3,4,1,1,1,5,3,11,3,1,1,2,1,1,2,2,2,1,3,3
1229,50000016788,12,4,7,4,4,2,10,3,1,6,11,12,7,10,3,4,6,3,4,1,1,1,6,3,4,6,1,2,2,2,2,1,2,2,1,2,2
1230,50000016806,28,7,9,5,3,1,5,7,1,1,3,1,1,6,4,6,2,2,3,1,2,1,7,4,9,1,2,2,2,2,2,2,2,2,1,1,1
1231,50000016901,42,10,4,3,6,1,3,5,2,5,9,7,2,3,3,6,4,3,3,1,1,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
1232,50000016977,4,2,10,6,3,2,12,4,1,8,16,12,7,10,5,2,1,1,2,1,1,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
1233,50000016985,40,10,7,4,4,1,4,6,2,8,16,12,7,10,1,2,3,3,1,1,1,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
1234,50000017214,11,4,5,3,6,2,9,3,1,6,11,12,7,10,7,2,2,2,1,1,2,1,4,2,4,1,2,2,2,2,2,2,2,2,1,1,1
1235,50000017227,10,3,7,4,4,1,4,6,1,1,4,7,1,3,10,4,2,2,1,1,2,1,2,1,9,1,2,2,2,2,2,2,2,2,1,1,1
1236,50000017395,23,6,8,5,4,1,5,7,1,1,3,9,4,5,3,4,4,4,3,1,2,1,7,4,9,1,2,2,2,2,2,2,2,1,1,1,1
1237,50000017496,23,6,7,4,4,1,4,6,2,1,4,9,5,3,3,2,2,3,1,4,2,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
1238,50000017847,27,7,10,6,2,1,6,7,1,2,2,8,4,5,3,6,2,2,2,3,1,1,9,5,11,1,2,2,2,2,2,2,2,1,1,1,1
1239,50000017905,13,4,10,6,2,1,6,7,1,8,16,12,7,10,3,6,2,2,2,3,1,1,9,5,11,1,2,2,2,2,2,2,2,1,2,1,1
1240,50000017930,27,7,8,5,4,1,5,7,1,2,2,8,2,1,3,3,4,3,1,3,2,1,4,2,2,4,2,1,2,2,1,2,2,2,1,3,3
1241,50000017933,17,5,7,4,4,2,10,3,1,6,11,12,7,10,3,6,2,2,2,1,2,1,9,5,13,1,2,2,2,2,2,2,2,1,1,1,1
1242,50000017953,11,4,9,5,3,1,5,7,1,1,4,1,1,6,2,6,3,3,3,3,2,1,8,4,9,1,2,2,2,2,2,2,2,2,1,1,1
1243,50000017970,28,7,9,5,3,1,5,7,2,8,16,12,7,10,2,2,1,1,1,3,1,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
1244,50000018111,13,4,8,5,4,1,5,7,1,1,3,1,1,9,3,6,4,3,4,3,2,1,6,3,11,7,1,2,2,2,2,2,1,2,2,2,1
1245,50000018232,8,3,4,3,6,2,9,2,2,1,4,1,1,3,6,6,5,4,3,1,1,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
1246,50000018239,14,4,10,6,2,1,6,7,1,5,9,7,4,4,4,6,3,3,1,3,2,1,8,4,13,1,2,2,2,2,2,2,2,1,2,1,1
1247,50000018264,14,4,7,4,4,1,4,6,1,1,3,3,1,7,4,4,3,3,4,1,2,1,7,4,9,1,2,2,2,2,2,2,2,2,1,1,1
1248,50000018352,13,4,9,5,3,1,5,7,2,1,3,1,1,3,2,6,1,1,1,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
1249,50000018415,28,7,7,4,4,1,4,6,1,1,4,1,1,9,2,6,5,3,4,1,1,1,6,3,11,6,2,1,2,2,2,1,1,2,1,4,3
1250,50000018468,12,4,7,4,4,2,10,3,1,2,2,1,1,1,2,5,4,3,1,2,1,1,6,3,2,6,2,1,2,2,2,1,1,2,1,3,2
1251,50000018539,29,7,10,6,2,1,6,7,1,1,4,1,1,7,4,6,2,2,4,1,1,1,9,5,11,1,2,2,2,2,2,2,2,1,1,1,1
1252,50000018744,14,4,10,6,3,1,6,7,1,1,6,1,1,6,4,6,4,3,5,1,1,1,8,4,11,1,2,2,2,2,2,2,2,2,1,1,1
1253,50000018847,13,4,9,5,3,1,5,7,1,1,3,1,1,9,5,6,2,2,5,1,1,1,7,4,9,1,2,2,2,2,2,2,2,2,1,1,1
1254,50000018876,17,5,8,5,4,1,5,7,1,1,3,3,1,8,4,6,5,3,5,1,2,1,6,3,9,5,1,1,2,2,1,2,1,2,1,3,2
1255,50000019117,28,7,8,5,4,1,5,7,1,1,3,2,3,9,5,6,1,1,5,3,2,2,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
1256,50000019143,9,3,8,5,4,1,5,7,1,1,3,2,1,9,3,6,4,3,5,1,2,1,6,3,9,1,2,2,2,2,2,2,2,2,1,1,1
1257,50000019257,13,4,9,5,3,1,5,7,1,1,1,1,1,9,9,7,3,3,5,3,1,1,7,4,11,1,2,2,2,2,2,2,2,2,1,1,1
1258,50000019259,13,4,10,6,3,1,6,7,1,3,5,3,2,9,3,7,2,2,4,3,2,1,9,5,13,1,2,2,2,2,2,2,2,2,2,1,1
1259,50000019542,11,4,9,5,3,1,5,7,1,1,3,2,1,7,4,6,4,4,5,1,2,1,8,4,9,1,2,2,2,2,2,2,2,1,1,1,1
1260,50000019616,1,1,10,6,3,1,6,7,1,1,4,7,2,5,6,2,3,3,4,3,1,1,9,5,4,1,2,2,2,2,2,2,2,2,1,1,1
1261,50000019666,13,4,8,5,4,2,11,4,1,6,11,12,7,10,9,7,4,3,5,3,1,1,9,5,1,6,1,2,2,2,2,1,2,2,1,2,2
1262,50000019678,27,7,7,4,4,1,4,6,2,1,4,9,4,3,4,6,1,1,1,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
1263,50000019831,13,4,8,5,4,1,5,7,1,1,3,2,3,9,7,6,3,3,5,3,2,1,7,4,9,1,2,2,2,2,2,2,2,2,1,1,1
1264,50000019841,25,7,9,5,3,2,11,4,1,5,9,5,2,3,3,5,3,3,3,1,1,1,8,4,6,1,2,2,2,2,2,2,2,2,1,1,1
1265,50000019869,12,4,7,4,4,2,10,3,1,6,11,12,7,10,1,5,3,3,4,3,1,1,5,3,4,5,1,2,2,2,1,2,2,2,1,2,2
1266,50000019997,37,9,7,4,4,2,10,3,1,5,9,1,1,1,2,5,4,3,3,1,1,1,7,4,6,1,2,2,2,2,2,2,2,2,1,1,1
1267,50000020047,8,3,10,6,2,1,6,7,1,3,5,4,1,9,6,7,3,3,5,1,1,1,9,5,11,1,2,2,2,2,2,2,2,1,1,1,1
1268,50000020097,13,4,10,6,3,1,6,7,1,3,5,2,1,7,5,6,3,3,4,3,1,1,8,4,9,1,2,2,2,2,2,2,2,2,1,1,1
1269,50000020185,13,4,8,5,4,1,5,7,2,1,4,1,1,9,7,2,4,3,5,1,1,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
1270,50000020230,37,9,6,4,5,1,4,6,2,2,2,6,1,4,5,6,2,3,3,1,1,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
1271,50000020433,13,4,10,6,2,2,12,4,1,4,10,11,6,10,3,5,3,3,1,1,1,1,9,5,9,1,2,2,2,2,2,2,2,1,2,1,1
1272,50000020503,38,9,10,6,3,1,6,7,1,5,9,9,2,2,2,4,1,1,1,1,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
1273,50000020541,27,7,8,5,4,2,11,4,1,5,9,1,1,1,2,5,3,3,1,3,2,1,7,4,4,7,2,1,2,2,2,2,1,2,1,2,1
1274,50000020711,40,10,10,6,2,1,6,7,1,1,3,1,1,6,4,2,2,2,2,3,2,1,9,5,11,1,2,2,2,2,2,2,2,1,1,1,1
1275,50000020747,12,4,9,5,3,1,5,7,1,1,3,1,1,7,4,6,4,3,4,3,2,1,7,4,9,1,2,2,2,2,2,2,2,2,1,1,1
1276,50000020802,29,7,10,6,3,2,12,4,1,5,9,1,1,1,3,2,2,2,1,3,1,1,9,5,13,1,2,2,2,2,2,2,2,1,1,1,1
1277,50000020910,27,7,10,6,3,1,6,7,1,1,3,1,1,9,4,6,5,3,5,3,2,1,8,4,9,1,2,2,2,2,2,2,2,2,1,1,1
1278,50000021129,9,3,8,5,4,1,5,7,1,3,5,9,4,4,4,6,3,3,2,1,2,1,6,3,11,1,2,2,2,2,2,2,2,1,1,1,1
1279,50000021250,25,7,8,5,4,2,11,4,2,3,5,1,1,3,4,3,2,3,2,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
1280,50000021262,13,4,4,3,6,2,9,2,2,1,4,1,1,5,5,6,4,3,5,3,1,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
1281,50000021449,27,7,10,6,3,1,6,7,1,1,4,7,2,4,2,6,4,3,3,1,2,1,8,4,9,1,2,2,2,2,2,2,2,2,1,1,1
1282,50000021685,12,4,10,6,2,1,6,7,1,1,4,1,2,6,4,6,3,3,5,1,1,1,8,4,4,1,2,2,2,2,2,2,2,1,1,1,1
1283,50000021707,29,7,6,4,5,2,10,3,1,3,5,1,1,3,5,6,2,2,4,3,2,1,6,3,5,1,2,2,2,2,2,2,2,2,1,1,1
1284,50000021715,46,10,6,4,5,1,4,6,2,2,2,8,2,4,5,6,2,3,2,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
1285,50000021745,14,4,10,6,3,1,6,7,1,3,5,9,5,5,3,6,2,2,2,3,2,1,8,4,9,1,2,2,2,2,2,2,2,2,1,1,1
1286,50000021954,13,4,8,5,4,1,5,7,1,1,4,2,3,10,3,3,2,2,2,2,2,1,6,3,11,1,2,2,2,2,2,2,2,2,1,1,1
1287,50000022029,40,10,9,5,3,1,5,7,1,1,1,8,1,3,3,5,4,4,2,1,1,1,7,4,6,1,2,2,2,2,2,2,2,1,1,1,1
1288,50000022035,28,7,9,5,3,2,11,4,1,8,16,12,7,10,1,2,3,3,1,1,1,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
1289,50000022041,1,1,10,6,3,1,6,7,1,1,4,1,1,5,3,6,4,3,5,1,1,1,8,4,11,1,2,2,2,2,2,2,2,1,1,1,1
1290,50000022200,20,5,8,5,4,2,11,4,2,2,2,8,1,2,3,2,1,1,1,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
1291,50000022247,13,4,9,5,3,2,11,4,1,2,2,6,2,1,4,6,2,2,4,1,2,1,8,4,3,1,2,2,2,2,2,2,2,2,1,1,1
1292,50000022340,23,6,6,4,5,2,10,3,1,5,8,11,2,1,2,2,5,3,2,1,1,1,5,3,2,4,1,1,2,2,1,1,2,2,1,4,4
1293,50000022379,9,3,6,4,5,1,4,6,1,1,4,3,1,6,3,2,4,3,3,2,2,1,4,2,9,6,1,1,2,2,2,1,1,2,1,3,2
1294,50000022387,21,6,10,6,3,1,6,7,1,1,1,3,1,9,9,6,4,3,5,1,2,1,4,2,13,4,1,1,2,2,1,2,2,2,1,3,3
1295,50000022412,38,9,8,5,4,2,11,4,1,1,4,1,1,3,4,5,2,2,4,3,1,1,7,4,3,1,2,2,2,2,2,2,2,2,1,1,1
1296,50000022427,37,9,8,5,4,1,5,7,1,1,3,2,1,9,5,6,4,3,5,1,2,1,6,3,9,6,1,2,2,2,2,1,1,2,1,3,2
1297,50000022487,14,4,5,3,6,1,3,6,2,1,4,3,1,7,8,6,1,1,3,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
1298,50000022743,1,1,5,3,6,2,9,3,2,3,5,1,1,3,3,2,3,3,2,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
1299,50000022907,13,4,7,4,4,1,4,6,2,3,5,5,2,4,5,6,4,3,2,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
1300,50000023122,34,8,6,4,5,1,4,6,1,1,4,5,2,3,3,4,2,2,2,1,2,1,4,2,9,1,2,2,2,2,2,2,2,2,1,1,1
1301,50000023159,13,4,7,4,4,1,4,6,1,1,3,1,1,9,3,6,4,3,5,3,1,1,6,3,9,7,2,1,2,2,2,2,1,2,2,2,1
1302,50000023165,23,6,7,4,4,1,4,6,1,1,3,1,1,9,3,7,2,2,5,1,1,1,6,3,11,1,2,2,2,2,2,2,2,2,1,1,1
1303,50000023170,11,4,10,6,3,2,12,4,1,8,16,12,7,10,2,6,2,2,2,2,2,1,9,5,9,1,2,2,2,2,2,2,2,2,1,1,1
1304,50000023200,24,6,7,4,4,2,10,3,1,5,9,9,2,1,2,3,4,3,3,1,2,1,8,4,4,1,2,2,2,2,2,2,2,2,1,1,1
1305,50000023288,33,8,10,6,3,2,12,4,1,5,9,9,2,2,4,2,4,4,3,1,2,1,9,5,13,1,2,2,2,2,2,2,2,1,1,1,1
1306,50000023312,28,7,6,4,5,2,10,3,2,5,8,1,2,1,2,5,1,1,1,1,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
1307,50000023319,13,4,8,5,4,2,11,4,1,1,6,1,2,8,4,6,5,3,5,1,1,1,7,4,6,7,2,1,2,2,2,2,1,2,1,2,1
1308,50000023405,13,4,8,5,4,2,11,4,2,3,5,1,1,4,4,2,3,3,5,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
1309,50000023467,12,4,8,5,4,2,11,4,1,6,11,12,7,10,5,5,2,2,5,1,1,1,7,4,6,1,2,2,2,2,2,2,2,2,1,1,1
1310,50000023623,11,4,10,6,2,2,12,4,1,6,11,12,7,10,3,5,2,2,1,1,2,1,9,5,13,1,2,2,2,2,2,2,2,1,1,1,1
1311,50000023753,14,4,5,3,6,1,3,6,1,1,4,9,5,4,2,2,3,3,1,2,2,1,4,2,13,3,1,2,2,1,2,2,2,2,1,2,2
1312,50000023826,14,4,5,3,6,1,3,6,1,1,4,9,1,9,3,2,5,4,4,3,2,1,4,2,13,3,1,1,2,1,1,2,2,1,1,3,3
1313,50000023891,14,4,10,6,3,1,6,7,1,1,4,4,1,6,3,6,2,2,2,1,1,1,8,4,11,1,2,2,2,2,2,2,2,2,2,1,1
1314,50000023915,33,8,9,5,3,1,5,7,1,2,2,8,2,4,4,2,2,2,3,1,2,1,7,4,7,1,2,2,2,2,2,2,2,2,1,1,1
1315,50000023972,31,8,7,4,4,1,4,6,2,1,4,2,3,5,4,6,2,3,2,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
1316,50000023999,8,3,8,5,4,2,11,4,1,6,11,12,7,10,3,4,4,3,3,1,2,1,8,4,6,7,2,1,2,2,2,2,1,2,1,2,1
1317,50000024005,44,10,10,6,3,2,12,4,1,1,4,1,1,2,3,5,5,3,5,1,1,1,9,5,1,1,2,2,2,2,2,2,2,1,1,1,1
1318,50000024321,28,7,8,5,4,1,5,7,2,2,2,8,1,5,7,6,3,3,5,1,1,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
1319,50000024469,28,7,7,4,4,2,10,3,1,1,4,9,2,3,3,6,4,3,1,3,1,1,6,3,5,6,1,2,2,2,2,1,2,2,1,2,2
1320,50000024501,3,2,7,4,4,1,4,6,1,1,4,3,1,7,3,6,6,4,5,1,1,1,4,2,9,2,1,1,1,1,1,2,2,1,1,4,4
1321,50000024737,9,3,7,4,4,2,10,3,1,6,11,12,7,10,2,5,3,3,4,1,1,1,6,3,4,3,2,1,2,1,2,2,2,2,1,2,2
1322,50000024788,27,7,4,3,6,1,3,5,2,1,4,9,4,5,4,6,3,3,4,1,1,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
1323,50000024845,12,4,10,6,2,1,6,7,1,3,5,7,1,6,5,6,4,4,5,1,2,1,9,5,11,1,2,2,2,2,2,2,2,1,1,1,1
1324,50000024870,27,7,10,6,3,2,12,4,1,6,11,12,7,10,2,5,2,2,1,3,1,1,9,5,13,1,2,2,2,2,2,2,2,2,1,1,1
1325,50000024989,13,4,10,6,2,1,6,7,1,8,16,12,7,10,7,6,3,3,1,1,2,1,9,5,11,1,2,2,2,2,2,2,2,1,1,1,1
